Publisher Label,Publisher URI,RegistrationDate,Ethnicity,Nationality,Reason,Need,Age,DecisionDate,Decision,DecisionCode
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/03/2005 00:00:00,Black/BlkBrit: African,UK National,eviction - friends,vulnerable - old age,69,10/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/04/2005 00:00:00,Black/BlkBrit: African,Not Rec,eviction - parents,dependent children,41,10/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/04/2005 00:00:00,Asian/AsBrit: Other,Not Rec,resident llord eviction,dependent children,29,10/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/04/2005 00:00:00,Asian/AsBrit: Pakistani,Not Rec,eviction - parents,dependent children,33,10/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/04/2005 00:00:00,White: British,Not Rec,eviction - parents,dependent children,25,10/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/04/2005 00:00:00,White: British,Not Rec,other,vulnerable - old age,71,10/05/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/05/2005 00:00:00,Black/BlkBrit: African,Not Rec,end AST not arrears,dependent children,26,11/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/05/2005 00:00:00,Asian/AsBrit: Pakistani,Not Rec,eviction - friends,dependent children,33,11/05/2005 00:00:00,"not elig, other",5
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/02/2005 00:00:00,White: British,Not Rec,eviction - parents,young person 16/17 yrs,17,12/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/02/2005 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,dependent children,42,12/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/03/2005 00:00:00,White: British,Not Rec,eviction - parents,young person 16/17 yrs,17,12/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/03/2005 00:00:00,Black/BlkBrit: African,Not Rec,end AST not arrears,dependent children,27,12/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/04/2005 00:00:00,White: British,Not Rec,eviction - parents,pregnant,18,12/05/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/04/2005 00:00:00,White: British,UK National,eviction - parents,young person 16/17 yrs,16,12/05/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/04/2005 00:00:00,Black/BlkBrit: Caribbean,Not Rec,loss of rented - other,vulnerable - physical,39,12/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/04/2005 00:00:00,Asian/AsBrit: Pakistani,Not Rec,other,dependent children,42,12/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/05/2005 00:00:00,White: Other,Not Rec,end NASS accommodation,dependent children,41,12/05/2005 00:00:00,"not elig, other",5
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/12/2004 00:00:00,Mixed: Other,Not Rec,eviction - relatives,young person 16/17 yrs,16,12/05/2005 00:00:00,resettlement case,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/04/2005 00:00:00,Asian/AsBrit: Other,Not Rec,other,dependent children,35,12/05/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/03/2005 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,dependent children,31,13/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/03/2005 00:00:00,White: British,Not Rec,eviction - parents,dependent children,26,13/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/04/2005 00:00:00,White: British,Not Rec,other,dependent children,28,13/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/05/2005 00:00:00,Black/BlkBrit: African,Not Rec,eviction - friends,young person 16/17 yrs,17,13/05/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/05/2005 00:00:00,White: British,Not Rec,eviction - parents,young person 16/17 yrs,16,13/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/12/2004 00:00:00,Black/BlkBrit: Other,Not Rec,other,vulnerable - other,38,13/05/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/05/2005 00:00:00,Asian/AsBrit: Pakistani,Not Rec,rent arrears - HA,dependent children,43,13/05/2005 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/04/2005 00:00:00,Black/BlkBrit: Other,Not Rec,eviction - relatives,dependent children,57,16/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/05/2005 00:00:00,White: Other,Not Rec,end AST not arrears,dependent children,47,16/05/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/04/2005 00:00:00,White: British,Not Rec,eviction - parents,young person 16/17 yrs,16,17/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/04/2005 00:00:00,No Information Provided,Not Rec,eviction - parents,dependent children,29,17/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/04/2005 00:00:00,Black/BlkBrit: Other,Not Rec,end NASS accommodation,young person 16/17 yrs,16,17/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/05/2005 00:00:00,White: Other,Other EEA National,rent arrears - private,dependent children,29,17/05/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/04/2005 00:00:00,White: British,UK National,mortgage arrears,dependent children,38,17/05/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/02/2005 00:00:00,Black/BlkBrit: African,Not Rec,eviction - parents,dependent children,20,18/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/04/2005 00:00:00,Black/BlkBrit: African,Not Rec,eviction - parents,dependent children,26,18/05/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/04/2005 00:00:00,White: British,Not Rec,eviction - parents,dependent children,27,18/05/2005 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/04/2005 00:00:00,White: British,Not Rec,eviction - parents,pregnant,17,19/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/01/2005 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,vulnerable - physical,53,19/05/2005 00:00:00,resettlement case,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/02/2005 00:00:00,No Information Provided,Not Rec,eviction - relatives,vulnerable-mental illness,28,19/05/2005 00:00:00,resettlement case,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/04/2005 00:00:00,White: British,Not Rec,eviction - parents,pregnant,23,20/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/05/2005 00:00:00,Black/BlkBrit: African,Not Rec,other,dependent children,42,20/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/02/2005 00:00:00,White: British,Not Rec,leaving hospital,vulnerable-mental illness,22,20/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/02/2005 00:00:00,White: British,Not Rec,leaving hospital,vulnerable-mental illness,22,20/05/2005 00:00:00,resettlement case,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/05/2005 00:00:00,White: British,Not Rec,DV - partner,dependent children,25,20/05/2005 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/04/2005 00:00:00,Black/BlkBrit: African,Non-EEA National,eviction - relatives,dependent children,27,23/05/2005 00:00:00,"not elig, other",5
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/04/2005 00:00:00,White: British,Not Rec,eviction - parents,young person 16/17 yrs,16,23/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/05/2005 00:00:00,White: Other,Not Rec,DV - partner,dependent children,20,23/05/2005 00:00:00,"not elig, other",5
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,11/04/2005 00:00:00,White: British,Not Rec,DV - partner,domestic violence/ threat,23,24/05/2005 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/04/2005 00:00:00,White: British,Not Rec,eviction - parents,dependent children,37,24/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/04/2005 00:00:00,White: British,Not Rec,rent arrears - private,dependent children,24,24/05/2005 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/05/2005 00:00:00,Asian/AsBrit: Indian,Not Rec,loss of rented - other,vulnerable - physical,61,24/05/2005 00:00:00,resettlement case,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/04/2005 00:00:00,White: British,Not Rec,end AST not arrears,dependent children,42,25/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/05/2005 00:00:00,Mixed: Other,UK National,DV - partner,domestic violence/ threat,20,25/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/05/2005 00:00:00,Asian/AsBrit: Other,Not Rec,DV - partner,dependent children,25,25/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,04/05/2005 00:00:00,White: British,Not Rec,eviction - parents,young person 16/17 yrs,17,25/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/05/2005 00:00:00,Black/BlkBrit: African,Not Rec,eviction - parents,young person 16/17 yrs,17,25/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/03/2005 00:00:00,Black/BlkBrit: African,Not Rec,end AST not arrears,former refugee/ex-asylum,29,26/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/04/2005 00:00:00,Black/BlkBrit: African,Non-EEA National,rent arrears - private,former refugee/ex-asylum,37,26/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/04/2005 00:00:00,Other,UK National,other,dependent children,29,26/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/04/2005 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,31,26/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/05/2005 00:00:00,White: Irish,Other EEA National,eviction - relatives,vulnerable - old age,61,26/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/05/2005 00:00:00,White: British,Not Rec,eviction - parents,dependent children,27,26/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/05/2005 00:00:00,Black/BlkBrit: African,Not Rec,rent arrears - private,pregnant,19,26/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/05/2005 00:00:00,White: British,Not Rec,eviction - parents,dependent children,27,26/05/2005 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/04/2005 00:00:00,Asian/AsBrit: Pakistani,Not Rec,other,dependent children,55,26/05/2005 00:00:00,approved permanent rehous,1
